antecedent,consequent,support,confidence,lift,antecedent_support,consequent_support,leverage,conviction
AUTOR_SEXO=2 & SIT_CONJUG=8,CS_ESCOL_N=10,0.03474,0.7216452014956377,6.18164469329825,0.04814,0.11674,0.0291201364,3.1731445074626867
OUT_VEZES=2 & SIT_CONJUG=8,CS_ESCOL_N=10,0.0545,0.6831286036600651,5.851709813774757,0.07978,0.11674,0.0451864828,2.787439984177215
ORIENT_SEX=8 & SIT_CONJUG=8,CS_ESCOL_N=10,0.11474,0.6655452436194895,5.7010899744688155,0.1724,0.11674,0.09461402399999999,2.640895317377731
AG_AMEACA=2 & SIT_CONJUG=8,CS_ESCOL_N=10,0.09924,0.6543584333377291,5.605263263129426,0.15166,0.11674,0.08153521159999999,2.555421816100725
AUTOR_SEXO=2 & ORIENT_SEX=8,CS_ESCOL_N=10,0.03438,0.6516300227445034,5.581891577389956,0.05276,0.11674,0.0282207976,2.535407921653972
CS_RACA=1 & SIT_CONJUG=8,CS_ESCOL_N=10,0.04866,0.6470744680851064,5.542868494818455,0.0752,0.11674,0.039881152,2.502680934438583
REDE_SAU=1 & SIT_CONJUG=8,CS_ESCOL_N=10,0.07456,0.6393414508660608,5.4766271275146545,0.11662,0.11674,0.0609457812,2.4490200000000004
CS_ESCOL_N=10 & ORIENT_SEX=8,SIT_CONJUG=8,0.11474,0.9991292232671543,5.357835817605932,0.11484,0.18648,0.0933246368,934.2463679999488
CS_ESCOL_N=10 & CS_RACA=1,SIT_CONJUG=8,0.04866,0.9975399753997541,5.349313467394649,0.04878,0.18648,0.0395635056,330.69588000001943
CS_ESCOL_N=10 & OUT_VEZES=2,SIT_CONJUG=8,0.0545,0.9967081199707388,5.344852638195725,0.05468,0.18648,0.0443032736,247.12929777777643
CS_ESCOL_N=10 & REDE_SAU=1,SIT_CONJUG=8,0.07456,0.9957264957264957,5.339588672922006,0.07488,0.18648,0.0605963776,190.36368000000067
AG_AMEACA=2 & CS_ESCOL_N=10,SIT_CONJUG=8,0.09924,0.9935923107729275,5.3281440946639185,0.09988,0.18648,0.0806143776,126.95996500000042
CS_ESCOL_N=10,SIT_CONJUG=8,0.11598,0.9934898064074011,5.3275944144541025,0.11674,0.18648,0.0942103248,124.9609536842121
SIT_CONJUG=8,CS_ESCOL_N=10,0.11598,0.6219433719433719,5.3275944144541025,0.18648,0.11674,0.0942103248,2.336316663829787
AUTOR_SEXO=2 & CS_ESCOL_N=10,SIT_CONJUG=8,0.03474,0.993138936535163,5.325712872882685,0.03498,0.18648,0.0282169296,118.57054000000177
AUTOR_SEXO=1 & CS_ESCOL_N=10,SIT_CONJUG=8,0.04232,0.9920300046882327,5.319766219906867,0.04266,0.18648,0.0343647632,102.07283294117804
CS_ESCOL_N=10 & CS_RACA=4,SIT_CONJUG=8,0.05346,0.9903668025194516,5.310847289357849,0.05398,0.18648,0.0433938096,84.44963384615376
CS_ESCOL_N=10 & REDE_SAU=2,SIT_CONJUG=8,0.03838,0.9886656362699638,5.301724776222457,0.03882,0.18648,0.031140846399999998,71.77465090909033
CS_RACA=4 & SIT_CONJUG=8,CS_ESCOL_N=10,0.05346,0.6113906678865507,5.237199485065537,0.08744,0.11674,0.0432522544,2.272873878752207
ORIENT_SEX=8 & OUT_VEZES=2,CS_ESCOL_N=10,0.05396,0.6050684009867684,5.183042667352821,0.08918,0.11674,0.043549126800000004,2.2364885519591144
REDE_SAU=2 & SIT_CONJUG=8,CS_ESCOL_N=10,0.03838,0.5917360468701819,5.068837132689583,0.06486,0.11674,0.030808243599999997,2.1634533081570995
AG_AMEACA=2 & ORIENT_SEX=8,CS_ESCOL_N=10,0.0982,0.5859188544152745,5.019006804996355,0.1676,0.11674,0.07863437599999999,2.133060172910663
CS_RACA=1 & ORIENT_SEX=8,CS_ESCOL_N=10,0.04838,0.5855725006051803,5.016039922949977,0.08262,0.11674,0.0387349412,2.1312774883177568
AUTOR_SEXO=3 & ORIENT_SEX=8,SIT_CONJUG=8,0.03542,0.92,4.933504933504934,0.0385,0.18648,0.028240519999999998,10.169000000000006
ORIENT_SEX=8 & REDE_SAU=1,CS_ESCOL_N=10,0.07412,0.5698908196217131,4.881709950502938,0.13006,0.11674,0.05893679560000001,2.053571605291384
CS_ESCOL_N=10 & CS_RACA=1,ORIENT_SEX=8,0.04838,0.99179991799918,4.779297985732363,0.04878,0.20752,0.038257174399999996,96.64293599999999
CS_ESCOL_N=10 & REDE_SAU=1,ORIENT_SEX=8,0.07412,0.9898504273504274,4.769903755543694,0.07488,0.20752,0.0585809024,78.08013473684238
CS_ESCOL_N=10 & SIT_CONJUG=8,ORIENT_SEX=8,0.11474,0.9893085014657699,4.767292316238289,0.11598,0.20752,0.09067183039999999,74.12244387096715
CS_ESCOL_N=10 & OUT_VEZES=2,ORIENT_SEX=8,0.05396,0.9868324798829554,4.755360832126809,0.05468,0.20752,0.0426128064,60.18445333333351
CS_ESCOL_N=10,ORIENT_SEX=8,0.11484,0.9837245160185026,4.7403841365579344,0.11674,0.20752,0.0906141152,48.69163957894731
ORIENT_SEX=8,CS_ESCOL_N=10,0.11484,0.5533924441017732,4.7403841365579344,0.20752,0.11674,0.0906141152,1.9777094864048335
AG_AMEACA=2 & CS_ESCOL_N=10,ORIENT_SEX=8,0.0982,0.9831798157789348,4.737759328156008,0.09988,0.20752,0.07747290239999999,47.11482285714297
AUTOR_SEXO=2 & CS_ESCOL_N=10,ORIENT_SEX=8,0.03438,0.9828473413379075,4.736157196115591,0.03498,0.20752,0.027120950400000003,46.20158400000039
AUTOR_SEXO=1 & CS_ESCOL_N=10,ORIENT_SEX=8,0.04192,0.982653539615565,4.735223301925429,0.04266,0.20752,0.0330671968,45.68540108108128
CS_ESCOL_N=10 & REDE_SAU=2,ORIENT_SEX=8,0.03798,0.9783616692426584,4.714541582703635,0.03882,0.20752,0.0299240736,36.62389714285717
CS_ESCOL_N=10 & CS_RACA=4,ORIENT_SEX=8,0.05274,0.9770285290848463,4.708117430054194,0.05398,0.20752,0.0415380704,34.4984438709678
AUTOR_SEXO=3 & SIT_CONJUG=8,ORIENT_SEX=8,0.03542,0.9635473340587595,4.643154076998648,0.03676,0.20752,0.0277915648,21.739973731343255
AUTOR_SEXO=2 & ORIENT_SEX=8,SIT_CONJUG=8,0.0456,0.8642911296436695,4.634765817479995,0.05276,0.18648,0.035761315200000005,5.994597094972069
CS_RACA=4 & ORIENT_SEX=8,CS_ESCOL_N=10,0.05274,0.5392638036809816,4.619357578216392,0.0978,0.11674,0.041322828000000006,1.9170623169107857
CS_RACA=1 & ORIENT_SEX=8,SIT_CONJUG=8,0.07054,0.8537884289518277,4.578445028699204,0.08262,0.18648,0.05513302240000001,5.563991920529804
AUTOR_SEXO=2 & SIT_CONJUG=8,ORIENT_SEX=8,0.0456,0.9472372247611134,4.564558716080924,0.04814,0.20752,0.0356099872,15.019679999999989
ORIENT_SEX=8 & SG_UF=35,SIT_CONJUG=8,0.037,0.8501838235294117,4.559115312791783,0.04352,0.18648,0.028884390399999998,5.430121226993863
CS_RACA=1 & SIT_CONJUG=8,ORIENT_SEX=8,0.07054,0.938031914893617,4.5202000524943,0.0752,0.20752,0.054934496000000006,12.788518454935625
AG_AMEACA=2 & ORIENT_SEX=8,SIT_CONJUG=8,0.14084,0.8403341288782816,4.506296272406058,0.1676,0.18648,0.10958595199999999,5.095140209267564
OUT_VEZES=2 & SIT_CONJUG=8,ORIENT_SEX=8,0.07446,0.933316620706944,4.497477933244718,0.07978,0.20752,0.0579040544,11.88422075187968
REDE_SAU=1 & SIT_CONJUG=8,ORIENT_SEX=8,0.10848,0.930200651689247,4.4824626623421695,0.11662,0.20752,0.08427901759999999,11.353687665847652
ORIENT_SEX=8 & REDE_SAU=2,CS_ESCOL_N=10,0.03798,0.522852422907489,4.478776965114691,0.07264,0.11674,0.0295000064,1.8511254010386615
ORIENT_SEX=8 & OUT_VEZES=2,SIT_CONJUG=8,0.07446,0.8349405696344472,4.4773732820380046,0.08918,0.18648,0.0578297136,4.9286490217391306
AG_AMEACA=2 & SIT_CONJUG=8,ORIENT_SEX=8,0.14084,0.9286562046683371,4.4750202615089485,0.15166,0.20752,0.1093675168,11.107903585951943
ORIENT_SEX=8 & REDE_SAU=1,SIT_CONJUG=8,0.10848,0.8340765800399814,4.472740133204534,0.13006,0.18648,0.08422641119999999,4.902984763670061
SIT_CONJUG=8,ORIENT_SEX=8,0.1724,0.9244959244959244,4.4549726508091965,0.18648,0.20752,0.1337016704,10.495857272727264
ORIENT_SEX=8,SIT_CONJUG=8,0.1724,0.830763299922899,4.4549726508091965,0.20752,0.18648,0.1337016704,4.806995170842825
REDE_SAU=2 & SIT_CONJUG=8,ORIENT_SEX=8,0.05982,0.9222941720629046,4.44436281834476,0.06486,0.20752,0.0463602528,10.198462857142848
CS_RACA=4 & SIT_CONJUG=8,ORIENT_SEX=8,0.08032,0.9185727355901189,4.426429913213757,0.08744,0.20752,0.0621744512,9.732366741573026
ORIENT_SEX=8 & REDE_SAU=2,SIT_CONJUG=8,0.05982,0.8235132158590308,4.416094036138088,0.07264,0.18648,0.0462740928,4.609523619344773
CS_RACA=4 & ORIENT_SEX=8,SIT_CONJUG=8,0.08032,0.8212678936605318,4.404053483808085,0.0978,0.18648,0.062082256,4.551616475972542
OUT_VEZES=1 & SIT_CONJUG=8,ORIENT_SEX=8,0.05314,0.8973319824383654,4.3240747033460165,0.05922,0.20752,0.0408506656,7.718859473684211
AUTOR_SEXO=1 & SIT_CONJUG=8,ORIENT_SEX=8,0.07704,0.8929068150208623,4.302750650640238,0.08628,0.20752,0.0591351744,7.399910649350651
SG_UF=35 & SIT_CONJUG=8,ORIENT_SEX=8,0.037,0.8907077515647568,4.292153775851758,0.04154,0.20752,0.028379619199999997,7.2510174449339155
ORIENT_SEX=8 & OUT_VEZES=1,SIT_CONJUG=8,0.05314,0.789364230540701,4.232969919244429,0.06732,0.18648,0.0405861664,3.862212016925245
AUTOR_SEXO=1 & SIT_CONJUG=8,CS_ESCOL_N=10,0.04232,0.49049605934167834,4.201610924633188,0.08628,0.11674,0.0322476728,1.7335685350318473
AUTOR_SEXO=1 & ORIENT_SEX=8,SIT_CONJUG=8,0.07704,0.7725631768953068,4.142874178975262,0.09972,0.18648,0.0584442144,3.5769053968253965
AUTOR_SEXO=1 & ORIENT_SEX=8,CS_ESCOL_N=10,0.04192,0.4203770557561171,3.6009684406040527,0.09972,0.11674,0.0302786872,1.5238527197231833
AG_AMEACA=2 & AUTOR_SEXO=3,SIT_CONJUG=8,0.03214,0.5029733959311424,2.6971975328782842,0.0639,0.18648,0.020223928000000002,1.6367735516372797
AUTOR_SEXO=3,SIT_CONJUG=8,0.03676,0.47889525794684734,2.5680783888183574,0.07676,0.18648,0.0224457952,1.5611448799999998
AG_AMEACA=2 & AUTOR_SEXO=3,ORIENT_SEX=8,0.03342,0.5230046948356807,2.5202616366407127,0.0639,0.20752,0.020159471999999998,1.6613999999999998
AUTOR_SEXO=3,ORIENT_SEX=8,0.0385,0.5015633142261595,2.4169396406426342,0.07676,0.20752,0.0225707648,1.5899311238891793
SG_UF=43,CS_RACA=1,0.04266,0.7628755364806866,2.023220539120264,0.05592,0.37706,0.021574804799999996,2.6270591855203613
AUTOR_SEXO=1 & SG_UF=43,CS_RACA=1,0.03024,0.7537387836490528,1.9989889769507578,0.04012,0.37706,0.015112352799999998,2.5295903643724693
CS_ESCOL_N=06 & OUT_VEZES=1,AG_AMEACA=1,0.04056,0.4484741264927023,1.9357481288531695,0.09044,0.23168,0.019606860799999997,1.3930806094627106
OUT_VEZES=1 & REDE_SAU=2,AG_AMEACA=1,0.08102,0.44399386234107846,1.9164099721213677,0.18248,0.23168,0.0387430336,1.3818552493593532
CS_ESCOL_N=06 & CS_RACA=1,SG_UF=35,0.03382,0.4484221691858924,1.7949810631090082,0.07542,0.24982,0.014978575600000002,1.3600619134615388
ORIENT_SEX=1 & OUT_VEZES=1,AG_AMEACA=1,0.12212,0.4083734617442483,1.7626616960646078,0.29904,0.23168,0.05283841280000001,1.2986570924711733
CS_ESCOL_N=06 & REDE_SAU=1,SG_UF=35,0.04788,0.43918547055586127,1.7580076477298106,0.10902,0.24982,0.0206446236,1.3376614916584888
OUT_VEZES=1 & SIT_CONJUG=2,AG_AMEACA=1,0.05084,0.4043263877843169,1.7451933174392131,0.12574,0.23168,0.021708556800000004,1.2898338691588784
CS_ESCOL_N=06 & OUT_VEZES=1,SIT_CONJUG=2,0.0356,0.39363113666519234,1.7250904402892118,0.09044,0.22818,0.014963400799999999,1.272855594456601
REDE_SAU=1 & SG_UF=41,CS_RACA=1,0.03324,0.6494724501758499,1.7224644623557255,0.05118,0.37706,0.013942069199999997,1.7771498996655517
AG_AMEACA=1 & SIT_CONJUG=2,OUT_VEZES=1,0.05084,0.7450175849941384,1.7219469906950917,0.06824,0.43266,0.021315281600000006,2.2250161839080462
ORIENT_SEX=1 & SG_UF=41,CS_RACA=1,0.032,0.644122383252818,1.7082755615891847,0.04968,0.37706,0.0132676592,1.7504332126696833
AG_AMEACA=2 & SG_UF=33,CS_ESCOL_N=09,0.0311,0.3641686182669789,1.7031550756102276,0.0854,0.21382,0.012839771999999996,1.2364598895027623
AUTOR_SEXO=1 & OUT_VEZES=1,AG_AMEACA=1,0.13792,0.39457572809978825,1.7031065612041965,0.34954,0.23168,0.05693857279999999,1.2690604517531423
AG_AMEACA=1 & REDE_SAU=2,OUT_VEZES=1,0.08102,0.7362777171937477,1.701746676821864,0.11004,0.43266,0.033410093599999996,2.151278208132322
AG_AMEACA=2 & SG_UF=41,CS_RACA=1,0.04244,0.6381954887218044,1.692556857587133,0.0665,0.37706,0.017365509999999997,1.721758520365752
ORIENT_SEX=1 & REDE_SAU=2,AG_AMEACA=1,0.08564,0.3883195792146549,1.676103156140603,0.22054,0.23168,0.03454529279999999,1.256080747220163
REDE_SAU=2 & SIT_CONJUG=2,AG_AMEACA=1,0.03282,0.38145048814504884,1.6464541097420962,0.08604,0.23168,0.012886252800000001,1.2421317700112742
CS_ESCOL_N=06 & ORIENT_SEX=1,SIT_CONJUG=2,0.0566,0.37428911519640257,1.640323933720758,0.15122,0.22818,0.0220946204,1.2335089875290635
SG_UF=41,CS_RACA=1,0.05792,0.6169578184916915,1.6362324788937874,0.09388,0.37706,0.022521607199999995,1.626296084538376
AG_AMEACA=1 & ORIENT_SEX=1,OUT_VEZES=1,0.12212,0.7031321971441732,1.6251379770354857,0.17368,0.43266,0.0469756112,1.9110863304887509
AG_AMEACA=1 & CS_ESCOL_N=06,OUT_VEZES=1,0.04056,0.7014873746108612,1.6213363255462978,0.05782,0.43266,0.015543598799999999,1.900556129779837
AG_AMEACA=2 & CS_ESCOL_N=06,SG_UF=35,0.049,0.40495867768595045,1.6210018320628872,0.121,0.24982,0.018771780000000005,1.2607191666666668
ORIENT_SEX=1 & OUT_VEZES=1,SIT_CONJUG=2,0.11032,0.36891385767790263,1.616766840555275,0.29904,0.22818,0.04208505280000001,1.2230026112759644
AG_AMEACA=1 & AUTOR_SEXO=1,OUT_VEZES=1,0.13792,0.6992496451024133,1.6161642978375936,0.19724,0.43266,0.05258214159999999,1.886415064059339
AUTOR_SEXO=1 & CS_ESCOL_N=06,SIT_CONJUG=2,0.05348,0.3666026871401151,1.6066381240253973,0.14588,0.22818,0.0201931016,1.2185400606060603
CS_ESCOL_N=05 & REDE_SAU=1,SIT_CONJUG=1,0.0355,0.6274301873453517,1.5968395280091412,0.05658,0.39292,0.013268586399999997,1.6294395825426946
AG_AMEACA=2 & CS_ESCOL_N=05,SIT_CONJUG=1,0.04124,0.6259866423800851,1.5931656377381784,0.06588,0.39292,0.0153544304,1.623150584415585
CS_RACA=4 & OUT_VEZES=1,AG_AMEACA=1,0.07182,0.3683076923076923,1.5897258818529536,0.195,0.23168,0.026642399999999997,1.2162883584997564
OUT_VEZES=1 & SIT_CONJUG=1,AG_AMEACA=1,0.0643,0.36679977181973755,1.5832172471501103,0.1753,0.23168,0.023686495999999994,1.2133918558558558
AG_AMEACA=1 & CS_RACA=4,OUT_VEZES=1,0.07182,0.6843910806174957,1.5818219401319642,0.10494,0.43266,0.026416659599999996,1.7976044565217386
AUTOR_SEXO=1 & SG_UF=41,CS_RACA=1,0.03586,0.5948905109489051,1.5777078209009312,0.06028,0.37706,0.013130823200000002,1.5377077477477479
CS_ESCOL_N=03 & ORIENT_SEX=1,SIT_CONJUG=1,0.0561,0.6159420289855072,1.5676016211582695,0.09108,0.39292,0.0203128464,1.5806988679245284
CS_ESCOL_N=05,SIT_CONJUG=1,0.05722,0.6157985363753766,1.567236425672851,0.09292,0.39292,0.020709873599999998,1.5801085042016807
CS_ESCOL_N=09 & ORIENT_SEX=1,SIT_CONJUG=2,0.03904,0.3574436916315693,1.5664987800489496,0.10922,0.22818,0.0141181804,1.201170994585352
AUTOR_SEXO=1 & REDE_SAU=2,AG_AMEACA=1,0.09708,0.36264475158759807,1.5652829402089006,0.2677,0.23168,0.035059264,1.2054815613644356
CS_ESCOL_N=05 & ORIENT_SEX=1,SIT_CONJUG=1,0.0437,0.6148002250984805,1.5646956762152107,0.07108,0.39292,0.0157712464,1.5760133820306792
ORIENT_SEX=1 & SG_UF=35,SIT_CONJUG=2,0.05968,0.3562559694364852,1.5612935815430151,0.16752,0.22818,0.021455286399999995,1.1989548071216616
SG_UF=23,CS_RACA=4,0.0346,0.7336726039016115,1.5600097892868627,0.04716,0.4703,0.012420651999999997,1.9889054140127387
AG_AMEACA=1,OUT_VEZES=1,0.15632,0.6747237569060773,1.559478012541204,0.23168,0.43266,0.05608133119999999,1.7441790233545644
OUT_VEZES=1,AG_AMEACA=1,0.15632,0.36129986594554614,1.559478012541204,0.43266,0.23168,0.05608133119999999,1.2029432264601578
CS_RACA=1 & REDE_SAU=1,SG_UF=35,0.09248,0.3882125766098565,1.5539691642376772,0.23822,0.24982,0.032967879600000013,1.2262102346644712
SG_UF=26,CS_RACA=4,0.03224,0.7287522603978299,1.5495476512817987,0.04424,0.4703,0.011433927999999996,1.9528273333333328
CS_RACA=1 & OUT_VEZES=1,AG_AMEACA=1,0.06042,0.35870339586796485,1.5482708730488814,0.16844,0.23168,0.0213958208,1.1980727717089428
AUTOR_SEXO=1 & ORIENT_SEX=1,SIT_CONJUG=2,0.1662,0.3507661137140686,1.537234261171306,0.47382,0.22818,0.05808375239999998,1.1888165671932902
AG_AMEACA=1 & CS_RACA=1,OUT_VEZES=1,0.06042,0.6600393270701334,1.525538129409082,0.09154,0.43266,0.020814303600000007,1.6688400899742932
AUTOR_SEXO=2 & ORIENT_SEX=1,OUT_VEZES=2,0.04442,0.5843199158116285,1.5250023901545788,0.07602,0.38316,0.015292176799999998,1.4839296455696203
AUTOR_SEXO=1 & CS_ESCOL_N=06,AG_AMEACA=1,0.0515,0.35302988757883186,1.5237823186241015,0.14588,0.23168,0.017702521599999993,1.1875664505191776
AUTOR_SEXO=1 & CS_ESCOL_N=05,SIT_CONJUG=1,0.04294,0.596388888888889,1.517837954008167,0.072,0.39292,0.014649760000000001,1.5041211286992433
SG_UF=35 & SIT_CONJUG=2,ORIENT_SEX=1,0.05968,0.8979837496238338,1.5127248907109492,0.06646,0.59362,0.020228014799999992,3.9834830088495523
CS_RACA=1 & SIT_CONJUG=2,SG_UF=35,0.03336,0.37652370203160274,1.5071799777103625,0.0886,0.24982,0.011225948000000003,1.2032213613323681
CS_ESCOL_N=06 & SIT_CONJUG=2,ORIENT_SEX=1,0.0566,0.8941548183254344,1.5062747520727644,0.0633,0.59362,0.019023854,3.83938119402985
AG_AMEACA=2 & CS_ESCOL_N=03,SIT_CONJUG=1,0.05706,0.5910503418272218,1.5042510990207214,0.09654,0.39292,0.0191275032,1.4844858966565349
AG_AMEACA=1 & SIT_CONJUG=2,ORIENT_SEX=1,0.06062,0.888335287221571,1.4964712900872121,0.06824,0.59362,0.0201113712,3.6392875590551186
CS_ESCOL_N=03 & REDE_SAU=1,SIT_CONJUG=1,0.04856,0.5871825876662636,1.4944074815897985,0.0827,0.39292,0.016065516000000002,1.4705775043936733
AG_AMEACA=1 & SIT_CONJUG=1,OUT_VEZES=1,0.0643,0.6463610776035383,1.4939238145507752,0.09948,0.43266,0.021258983199999998,1.604291733939738
AUTOR_SEXO=2 & SIT_CONJUG=1,OUT_VEZES=2,0.03392,0.5712361064331424,1.490855273079503,0.05938,0.38316,0.011167959199999997,1.4386472584446188
AUTOR_SEXO=1 & SIT_CONJUG=4,OUT_VEZES=1,0.03162,0.6447797716150082,1.4902689678153938,0.04904,0.43266,0.010402353600000004,1.5971500344431688
CS_RACA=1 & ORIENT_SEX=1,SG_UF=35,0.08522,0.37123192193761984,1.4859976060268187,0.22956,0.24982,0.02787132080000001,1.193094920327006
AG_AMEACA=1 & SG_UF=35,OUT_VEZES=1,0.03292,0.6417153996101365,1.4831863347897576,0.0513,0.43266,0.010724542,1.5834897714907508
CS_ESCOL_N=06 & ORIENT_SEX=1,SG_UF=35,0.05596,0.37005687078428784,1.4812940148278275,0.15122,0.24982,0.018182219600000007,1.1908694058366578
OUT_VEZES=1 & SIT_CONJUG=2,ORIENT_SEX=1,0.11032,0.8773659933195483,1.477992643980237,0.12574,0.59362,0.0356782212,3.31376272373541
REDE_SAU=1 & SIT_CONJUG=2,ORIENT_SEX=1,0.1171,0.8728384019081693,1.4703655569356984,0.13416,0.59362,0.037459940799999994,3.195776131301288
CS_RACA=1 & OUT_VEZES=2,SG_UF=35,0.0553,0.36719787516600266,1.4698497925146212,0.1506,0.24982,0.017677108000000004,1.1854890661070305
OUT_VEZES=1 & SIT_CONJUG=4,ORIENT_SEX=1,0.031,0.8722566122678671,1.469385486115473,0.03554,0.59362,0.009902745199999997,3.1812214096916276
AG_AMEACA=1 & CS_ESCOL_N=06,ORIENT_SEX=1,0.05042,0.87201660325147,1.4689811718801085,0.05782,0.59362,0.016096891599999996,3.17525562162162
CS_RACA=1 & SIT_CONJUG=2,ORIENT_SEX=1,0.07704,0.8695259593679459,1.464785484599484,0.0886,0.59362,0.024445267999999992,3.1146425605536336
AUTOR_SEXO=1 & SIT_CONJUG=2,ORIENT_SEX=1,0.1662,0.8691559460307499,1.4641621677685217,0.19122,0.59362,0.052687983599999974,3.1058346762589912
CS_ESCOL_N=03 & CS_RACA=4,SIT_CONJUG=1,0.03962,0.5740365111561867,1.4609500945642542,0.06902,0.39292,0.012500661600000004,1.4251925714285718
CS_ESCOL_N=03,SIT_CONJUG=1,0.07756,0.5739233387598046,1.4606620654581204,0.13514,0.39292,0.0244607912,1.4248140187565128
ORIENT_SEX=1 & OUT_VEZES=2,SIT_CONJUG=1,0.13216,0.5725673685122606,1.4572110569893633,0.23082,0.39292,0.0414662056,1.4202939955402394
AUTOR_SEXO=1 & SIT_CONJUG=4,ORIENT_SEX=1,0.04242,0.8650081566068515,1.4571748873131825,0.04904,0.59362,0.013308875199999997,3.010404108761328
CS_ESCOL_N=06 & OUT_VEZES=1,ORIENT_SEX=1,0.07822,0.8648827952233524,1.456963706113932,0.09044,0.59362,0.02453300719999999,3.0076110638297853
OUT_VEZES=2 & SIT_CONJUG=2,ORIENT_SEX=1,0.06364,0.8611637347767254,1.450698653644967,0.0739,0.59362,0.019771482,2.927045029239767
